nu_ano,Nome da IES,sg_ies,no_categad,sg_uf,igc,fx_igc
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",IFS,Pessoa Jurídica de Direito Público - Federal,SE,3.03946544570962,4
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE RORAIMA",IFRR,Pessoa Jurídica de Direito Público - Federal,RR,2.19825243888463,3
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,Pessoa Jurídica de Direito Público - Federal,MG,2.44816010274683,3
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MINAS GERAIS",IFMG,Pessoa Jurídica de Direito Público - Federal,MG,2.82073879301571,3
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS",IFSEMG,Pessoa Jurídica de Direito Público - Federal,MG,2.90711019940968,3
2016,UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,UERGS,Pessoa Jurídica de Direito Público - Estadual,RS,3.24904614662414,4
2016,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Pessoa Jurídica de Direito Público - Federal,TO,2.82651760083372,3
2016,UNIVERSIDADE DE RIO VERDE,FESURV,Pessoa Jurídica de Direito Público - Municipal,GO,2.46529915562814,3
2016,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Pessoa Jurídica de Direito Público - Federal,PE,3.19855837254701,4
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,Pessoa Jurídica de Direito Público - Federal,RS,3.09014311488314,4
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,Pessoa Jurídica de Direito Público - Federal,MG,2.93861106177659,3
2016,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,Pessoa Jurídica de Direito Público - Federal,BA,3.01032893235184,4
2016,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Pessoa Jurídica de Direito Público - Federal,MS,3.29357752217722,4
2016,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,Pessoa Jurídica de Direito Público - Federal,RO,2.82893847424157,3
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,Pessoa Jurídica de Direito Público - Federal,TO,2.46155098071345,3
2016,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,Pessoa Jurídica de Direito Público - Federal,SP,4.10666715286196,5
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE",IF Catarinense,Pessoa Jurídica de Direito Público - Federal,SC,3.1409452211449,4
2016,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Pessoa Jurídica de Direito Público - Estadual,RR,2.11146929186851,3
2016,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Pessoa Jurídica de Direito Público - Estadual,AL,2.07767310552107,3
2016,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pessoa Jurídica de Direito Público - Federal,RS,3.21420279865762,4
2016,UNIVERSIDADE DO ESTADO DO AMAPÁ,UEAP,Pessoa Jurídica de Direito Público - Estadual,AP,2.28309681638114,3
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,Pessoa Jurídica de Direito Público - Federal,DF,3.33650025466877,4
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IFBAIANO,Pessoa Jurídica de Direito Público - Federal,BA,3.01204169821637,4
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,Pessoa Jurídica de Direito Público - Federal,PR,2.47507632595768,3
2016,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,UNILA,Pessoa Jurídica de Direito Público - Federal,PR,2.96332815607983,4
2016,Universidade Estadual do Norte do Paraná,UENP,Pessoa Jurídica de Direito Público - Estadual,PR,2.86115885869378,3
2016,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Privada sem fins lucrativos,SC,2.51488285242313,3
2016,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Pessoa Jurídica de Direito Público - Federal,PA,2.58349172693614,3
2016,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pessoa Jurídica de Direito Público - Federal,SC,3.46880463577955,4
2016,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA,UNILAB,Pessoa Jurídica de Direito Público - Federal,CE,3.38009646336434,4
2016,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,Pessoa Jurídica de Direito Público - Federal,AC,2.07616431919914,3
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",IFMS,Pessoa Jurídica de Direito Público - Federal,MS,3.09690649070486,4
2016,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",IFAP,Pessoa Jurídica de Direito Público - Federal,AP,2.11802966348902,3
2016,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,UNIFESSPA,Pessoa Jurídica de Direito Público - Federal,PA,2.29093383558488,3
2016,Universidade Estadual do Paraná,UNESPAR,Pessoa Jurídica de Direito Público - Estadual,PR,2.62296406667105,3
2016,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,Pessoa Jurídica de Direito Público - Federal,BA,3.07216820684925,4
2016,UNIVERSIDADE FEDERAL DO CARIRI,UFCA,Pessoa Jurídica de Direito Público - Federal,CE,2.58667618967771,3
